Agent,Location Name,Address,City,St,Zip,County,Loc Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
32545,East River Food Mart,27150 E River Rd,Splendora,TX,773724257,MONTGOMERY,2816897015,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
22561,SPRING CHEVRON,802 E. LOUETTA RD,SPRING,TX,773730000,HARRIS,12815289260,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
22568,Z SMOKERS CHOICE,25540 ALDINE WESTFIELD RD,SPRING,TX,773730000,HARRIS,2815286756,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
25975,IN TOWN FOOD MART,25502 CYPRESSWOOD DR,SPRING,TX,773730000,HARRIS,2819076200,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
29472,CYPRESSWOOD SHELL,26835 CYPRESSWOOD DR,SPRING,TX,773730000,HARRIS,2816510905,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-12AM
30172,HANDI STOP #17,22811 CYPRESSWOOD DR,SPRING,TX,773730000,HARRIS,2814430639,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
32769,Stop N Go #3,24307 Aldine Westfield Rd,Spring,TX,773735952,HARRIS,2817198579,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-1AM,5AM-12AM
27182,KUYKENDAHL CITGO,24419 KUYKENDAHL RD,TOMBALL,TX,773750000,HARRIS,2813575956,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
28073,ALL SEASON FOOD MART,500 E MAIN ST,TOMBALL,TX,773750000,HARRIS,2813511508,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,7AM-11PM
32460,Nicks Food Store,615 W Main St,Tomball,TX,773755500,HARRIS,7138845885,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-1AM,8AM-10PM
32804,Primera Capital,204 E Main St Ste A,Tomball,TX,773756781,HARRIS,2145012677,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM
25842,HANDI STOP #37,11931 SPRING CYPRESS RD,TOMBALL,TX,773770000,HARRIS,2816550050,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
24602,WILLIS SUPERMARKET,504 S DANVILLE ST,WILLIS,TX,773780000,MONTGOMERY,9368564587,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
26458,E-Z MART,12465 FM 2432,WILLIS,TX,773780000,MONTGOMERY,9362282985,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
31540,SMART STOP #2,401 S DANVILLE ST,WILLIS,TX,773780000,MONTGOMERY,9362282943,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
20485,EXPRESS FOOD,16811 THEISS MAIL ROUTE,SPRING,TX,773790000,HARRIS,8327173501,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,7AM-10PM
21968,MC FOOD STORE,9440 LOUETTA RD,SPRING,TX,773790000,HARRIS,2816550618,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,8AM-10PM
24257,CONOCO PHILIPS66 FOOD MAR,8435 FM 2920 RD,SPRING,TX,773790000,HARRIS,12812519069,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
29119,CW EXPRESS FOOD MART,17627 KUYKENDAHL RD,SPRING,TX,773798368,HARRIS,8327617558,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30481,SPEEDO GAS FOOD STORE,16350 STUEBNER AIRLINE,SPRING,TX,773790000,HARRIS,2812518230,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
30861,LOUETTA EXPRESS,9610 LOUETTA RD,SPRING,TX,773796527,HARRIS,18325591662,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31421,EXPRESS FOOD AND FUEL,7134 OAKWOOD GLEN BLVD,SPRING,TX,773793703,HARRIS,2816557577,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
28348,S & A GROCERY,25226 GROGAN'S MILL RD,SPRING,TX,773800000,MONTGOMERY,2813630434,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31539,SMART STOP #1,2750 FM 1488 RD,CONROE,TX,773840000,MONTGOMERY,9362732113,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31541,SMART STOP #3,10675 HWY 242 SUITE A,CONROE,TX,773840000,MONTGOMERY,9362732377,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
30995,SNAPPY MART #6,8546 HIGHWAY 242,CONROE,TX,773850000,MONTGOMERY,9363214004,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31329,ALL TIME FOOD STORE,29719 BROOKCHASE DR,SPRING,TX,773860000,MONTGOMERY,12813531119,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
21831,FOOD TOWN #3,2477 LOUETTA RD,SPRING,TX,773880000,HARRIS,2813536494,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
29809,EXPRESS FOOD MART,4031 FM 2920 RD,SPRING,TX,773883212,HARRIS,2813539800,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31548,LOUETTA FOOD MART,3835 LOUETTA RD,SPRING,TX,773880000,HARRIS,2817715867,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
25844,BEST FOOD MARKET #4,7839 RANKIN RD,HUMBLE,TX,773961450,HARRIS,12814466352,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27112,RANKIN CORNER STORE,7400 RANKIN RD,HUMBLE,TX,773960000,HARRIS,8326449556,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31108,24 SEVEN #32,14605 EASTEX FWY,HUMBLE,TX,773960000,HARRIS,8326441426,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32414,Shell Station Truck Stop,15415 Highway 59 N,Humble,TX,773962136,HARRIS,2817776764,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32757,Labanjee Exxon,1912 E Highway 90a,Richmond,TX,774062500,FORT BEND,2812327486,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,9AM-10PM
31156,CHEVRON FOOD MART,20710 FM 1093,RICHMOND,TX,774070000,FORT BEND,2813988845,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
31982,24/7 #30,21690 FM 1093 RD,Richmond,TX,774070000,FORT BEND,8328180317,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
11951,BAY CITY EXXON,1400 7TH ST,BAY CITY,TX,774144918,MATAGORDA,19793237007,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
13377,BAY CITY SHELL,1520 AVE F,BAY CITY,TX,774140000,MATAGORDA,9792451725,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
13699,BAY CITY CHEVRON,2119 7TH ST,BAY CITY,TX,774140000,MATAGORDA,19792450011,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-9PM
18009,BLACK CAT CHEVRON #1,4209 7TH ST,BAY CITY,TX,774140000,MATAGORDA,9792456309,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,6AM-9PM
20080,DIAMOND FOOD MART,1812 AVE F,BAY CITY,TX,774140000,MATAGORDA,9792444009,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-12AM,7AM-12AM,7AM-11PM
20871,MORE MAIL SERVICES,2901 7TH ST,BAY CITY,TX,774140000,MATAGORDA,9792457000,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,CLOSED
27594,KORNER FOOD STORE,4605 AVE F,BAY CITY,TX,774140000,MATAGORDA,19792442606,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM
30303,DIAMOND MINI MART #786,5201 AVE F,BAY CITY,TX,774140000,MATAGORDA,9792450840,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
30690,QUICK STOP #8,3221 AVE F,BAY CITY,TX,774147105,MATAGORDA,19792445054,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
29937,LION MART,204 E MAIN ST,BELLVILLE,TX,774180000,AUSTIN,9792705121,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,7AM-11PM
31277,CORNER STOP,401 S Brooks St,BRAZORIA,TX,774229025,BRAZORIA,19797989106,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
29768,MOTION MARKET,12001 GRANT RD,CYPRESS,TX,774292759,HARRIS,8328436553,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31994,Neighbor Mart,12630 Telge Rd,Cypress,TX,774292279,HARRIS,7135184828,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12PM,6AM-12PM,7AM-10PM
32373,Louetta Food Mart,12607 Louetta Rd,Cypress,TX,774295136,HARRIS,8327176187,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,7AM-12AM
29147,HEAVEN CREEK FOOD MART,19940 FM 529 RD,CYPRESS,TX,774330000,HARRIS,2818550099,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
17942,J & K KORNER STORE,1601 E MAIN ST,EAGLE LAKE,TX,774340000,COLORADO,9792343690,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
30577,TIME MAXX #3,500 E MAIN ST,EAGLE LAKE,TX,774340000,COLORADO,9792645261,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,7AM-10PM
28867,QUICK N EASY #1,703 E 2ND ST,EL CAMPO,TX,774370000,WHARTON,9795433741,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31099,U MART,1402 N MECHANIC ST,EL CAMPO,TX,774370000,WHARTON,19795415434,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
27528,COUNTRY MART,8526 FM 359 SOUTH,FULSHEAR,TX,774410000,FORT BEND,2813460434,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,8AM-10PM,8AM-10PM
27980,LARRY'S FOOD STORE,7843 HIGHWAY 71,GARWOOD,TX,774420000,COLORADO,9797583207,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-8PM
30425,GUY FOOD MART,18439 HWY 36,GUY,TX,774440000,WALLER,9797933600,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,7AM-11PM,7AM-10PM
21556,SETTLERS MART,6201 Fry Rd,KATY,TX,774495776,HARRIS,2814639119,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM
26880,BEAR CREEK FOOD STORE,19240 W LITTLE YORK,KATY,TX,774490000,HARRIS,2813459336,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
28301,EDGE MART,21411 CLAY RD,KATY,TX,774490000,HARRIS,2813982100,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM
28733,CHEVRON FOOD MART,18909 W LITTLE YORK,KATY,TX,774495763,HARRIS,2813457203,12AM-10PM,12AM-10PM,12AM-10PM,12AM-10PM,12AM-10PM,12AM-10PM,12AM-10PM
30422,24 SEVEN #15,2930 N MASON RD #B,KATY,TX,774490000,HARRIS,2819449623,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
30524,TEXAS FOOD SUPERMARKET,19410 CLAY RD SUITE A,KATY,TX,774490000,HARRIS,2818594929,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-10PM
32004,Oasis Market,4909 Greenhouse Rd,Katy,TX,774490000,HARRIS,8324275580,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31296,KINGSLAND FOOD MART,21206 KINGSLAND BLVD,KATY,TX,774500000,HARRIS,2815798776,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
31640,COUNTRY FOOD STORE,9815 S HIGHWAY 60,LANE CITY,TX,774530000,WHARTON,9795328554,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
20921,FIRST STOP FOOD MART,2563 Cartwright Rd,MISSOURI CITY,TX,774592606,FORT BEND,2814992919,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-12AM,6AM-12AM,7AM-10PM
16335,TIME MART,15518 HWY 36,NEEDVILLE,TX,774610000,FORT BEND,9797933444,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM
25750,BARBIN SUPERSTORE,12929 HWY 36,NEEDVILLE,TX,774610000,FORT BEND,9797933717,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-11PM
12664,RIVEREDGE GROCERY,110 E. HWY. 90A,RICHMOND,TX,774690000,FORT BEND,12812321790,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
21026,NICK'S GROCERY,9921 FM 361,RICHMOND,TX,774690000,FORT BEND,9797934282,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
26885,TIME MART #21,503 FM 2977,ROSENBERG,TX,774690000,FORT BEND,2812393443,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,7AM-10PM
28738,FOOD SPOT,205 COLLINS RD,RICHMOND,TX,774692913,FORT BEND,2817620203,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
30480,CASH XPRESS,1706 FM 1640,RICHMOND,TX,774690000,FORT BEND,2812323183,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-11PM,9AM-11PM,9AM-9PM
31839,HANDI STOP #124,103 CRABB RIVER RD,RICHMOND,TX,774690000,FORT BEND,2812380044,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
5331,TRI-MART,4005 AVE N,ROSENBERG,TX,774710000,FORT BEND,12812320801,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
14425,TRI-MART EXPRESS,1925 4TH ST,ROSENBERG,TX,774710000,FORT BEND,2812321999,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
20045,ROSENBERG CITGO,2115 AVE H,ROSENBERG,TX,774710000,FORT BEND,12816332579,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-11PM
21387,RUDY'S STOP & SHOP,1018 DAMON ST,ROSENBERG,TX,774710000,FORT BEND,2812322668,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
28479,STOP N BYE,2201 1ST ST,ROSENBERG,TX,774710000,FORT BEND,12813423601,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,6AM-12AM,6AM-12AM
30942,TRI-MART BRAZOS,417 HOUSTON ST,ROSENBERG,TX,774711824,FORT BEND,8324716829,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
31151,ICE MART,1804 AVENUE H,ROSENBERG,TX,774710000,FORT BEND,2817620292,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31202,SUNNY FOOD MART,2623 1ST ST,ROSENBERG,TX,774715801,FORT BEND,2812393406,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,7AM-10PM
32011,BF Terry Food Mart,2406 B F Terry Blvd Ste B,Rosenberg,TX,774715634,FORT BEND,8328146241,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
28199,BILL'S SUPERMARKET,333 FOWLKES ST,SEALY,TX,774740000,AUSTIN,9798853522,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-12PM,CLOSED
29098,SUPER STOP,1701 HIGHWAY 90 W STE D,SEALY,TX,774740000,AUSTIN,9798770600,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30404,LITTLE TRIANGLE FOOD MART,323 N CIRCLE DRIVE,SEALY,TX,774740000,AUSTIN,9798853766,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,7AM-10PM
30482,BIG 99 CENTS & GIFT SHOP,218 FOWLKES ST,SEALY,TX,774740000,AUSTIN,9798852999,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
32507,Sealy Bees Grocers,622 Highway 90 W,Sealy,TX,774743818,AUSTIN,9796279024,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
1504,KIRKWOOD MART CONOCO,12404 KIRKWOOD,STAFFORD,TX,774770000,FORT BEND,12814943522,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,CLOSED,CLOSED
18333,J & C MOBIL,502 FM 1092 RD,STAFFORD,TX,774770000,FORT BEND,2812610301,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
22174,FIFTH ST. FOOD MART,2604 5TH ST STE A,STAFFORD,TX,774770000,FORT BEND,2814991114,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-1AM,5AM-1AM,5AM-12AM
24246,MURPHY ROAD CHEVRON,3702 GREENBRIAR DR,STAFFORD,TX,774770000,FORT BEND,2812402446,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,7AM-11PM
26713,STAR FOOD MART,444 FM 1092,STAFFORD,TX,774770000,FORT BEND,2812615657,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
28276,BEST FOOD,13001 JAMES LANE,STAFFORD,TX,774770000,FORT BEND,2814985235,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
30784,ON THE GO,812 FM 1092,STAFFORD,TX,774775911,FORT BEND,2814995651,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
32241,Kirkwood Food Mart,12710 S Kirkwood Rd,Stafford,TX,774773810,FORT BEND,2812775225,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-12AM,5AM-12AM,5AM-12AM
12763,TIME MART #17,29503 FM 1488,WALLER,TX,774840000,WALLER,19369315552,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
32805,Primera Capital,31315 Fm 2920 Rd Ste 14c,Waller,TX,774848021,WALLER,2812558899,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM
28609,MINNI MART,902 E BRAZOS AVE,WEST COLUMBIA,TX,774860000,BRAZORIA,9793454700,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM
32509,JJ`s Mart,3708 Texas Pkwy,Missouri City,TX,774896162,FORT BEND,2812726116,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
400381,ONE STOP,1901 TEXAS PARKWAY,MISSOURI CITY,TX,774890000,FORT BEND,8322431902,,,,,,,
400382,SUPER FOOD MART,7323 WEST FUQUA,MISSOURI CITY,TX,774890000,FORT BEND,8322300951,,,,,,,
3344,SHORT STOP MARKET,5304 E 5TH ST,KATY,TX,774930000,HARRIS,12813917722,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
3345,DREXAL FOOD MART,5403 E 5TH ST,KATY,TX,774932522,HARRIS,12813917733,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
30638,NK TEXACO,23955 FRANZ ROAD,KATY,TX,774930000,HARRIS,2813471709,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-12AM,6AM-12AM,7AM-10PM
30639,AVENUE D SHELL,5815 FRANZ ROAD,KATY,TX,774930000,HARRIS,2813913300,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-12AM,5AM-12AM,6AM-11PM
29650,KINGSLAND CHEVRON,23450 Kingsland Blvd Ste,KATY,TX,774947226,FORT BEND,8329133921,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
30640,HOCKLEY CITGO FOOD MART,2855 KATY HOCKLEY CUT OFF,KATY,TX,774940000,FORT BEND,12813918817,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,8AM-10PM
29023,SHELL MARKET,11750 S HIGHWAY 6,SUGAR LAND,TX,774980000,FORT BEND,2815647555,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
25337,QUEENS CORNER STORE,807 QUEENS RD,PASADENA,TX,775020000,HARRIS,17139467190,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
28608,MS FOOD MART,1702 PASADENA BLVD,PASADENA,TX,775020000,HARRIS,7139202397,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
31656,SPEEDY PEREZ,1901 ALLEN GENOA RD,PASADENA,TX,775020000,HARRIS,7139207138,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
32291,Shaver Food Store,2008 Shaver St,Pasadena,TX,775020000,HARRIS,9515539039,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,7AM-10PM
12925,S & Y GROCERIES,4420 RED BLUFF,PASADENA,TX,775030000,HARRIS,2814878600,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,8AM-11PM,10AM-10PM
24008,PASADENA FOOD MART,4201 PASADENA BLVD STE100,PASADENA,TX,775030000,HARRIS,2814785000,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
24817,FUEL EXPRESS #1,5010 RED BLUFF RD,PASADENA,TX,775030000,HARRIS,2819915595,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
31279,SPEEDY MART,3401 RED BLUFF RD,PASADENA,TX,775030000,HARRIS,7134752982,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
13228,EXPRESS MART #21,4401 BURKE,PASADENA,TX,775040000,HARRIS,12819989757,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
20759,BURKE FOOD MART,5231 BURKE ROAD SUITE A,PASADENA,TX,775040000,HARRIS,2819915700,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
21340,SPEED,4203 FAIRMONT,PASADENA,TX,775040000,HARRIS,2819911094,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
24837,VISTA FOOD MART #101,3409 SHAVER ST,PASADENA,TX,775040000,HARRIS,7139415006,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27070,SPEED FUEL,4739 STRAWBERRY,PASADENA,TX,775040000,HARRIS,2819914922,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
27323,NEW STRAWBERRY C. S.,1121 FAIRMONT PKWY,PASADENA,TX,775040000,HARRIS,17139108437,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
30543,SPEED,4203 FAIRMONT,PASADENA,TX,775040000,HARRIS,2819911094,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
30772,SHAVER FOOD MART,4363 SHAVER ST,PASADENA,TX,775040000,HARRIS,8328319062,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31642,MOTU'S TRUCK STOP,2117 PASADENA FREEWAY,PASADENA,TX,775040000,HARRIS,8325381966,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
32336,Kool Korner Food Mart,602a Fairmont Pkwy,Pasadena,TX,775042802,HARRIS,7139441625,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32751,Bunny Stop #2,3501 Fairmont Pkwy,Pasadena,TX,775040000,HARRIS,8322282086,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
24835,MERITO FOOD MART,3407 GENOA RED BLUFF RD,PASADENA,TX,775050000,HARRIS,2819910786,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-1AM,6AM-12AM
31826,EXPRESS FOOD STORE,7127 SPENCER HWY #180,PASADENA,TX,775050000,HARRIS,8329556491,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
24367,RICHEY EXPRESS,902 W PASADENA FWY,PASADENA,TX,775060000,HARRIS,7134727100,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
26516,POWER MART #30,204 RICHEY ST,PASADENA,TX,775060000,HARRIS,7134733003,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
